4,0,0,OUEST
11,0,1,EST
9,0,2,SUD
1,0,3,NORD
16,1,0,EST
13,1,1,EST
12,1,2,SUD
5,1,3,EST
10,2,0,SUD
14,2,1,OUEST
15,2,2,OUEST
6,2,3,EST
3,3,0,SUD
8,3,1,SUD
7,3,2,SUD
2,3,3,EST
